locus_tag	ID	Name	Dbxref	gbkey	gene	description
CCNA_01782	polyphosphate kinase 1;protein_id=YP_002517155.4;
CCNA_01997	ribosome recycling factor (RRF);protein_id=YP_002517370.1;
CCNA_02230	gluconate 2-dehydrogenase;protein_id=YP_002517603.1;
CCNA_00658	5-methylcytosine-specific restriction enzyme MRR;protein_id=YP_002516031.1;
CCNA_01816	nitrogen regulation protein ntrY;protein_id=YP_002517189.1;
CCNA_02296	diaminopimelate decarboxylase;protein_id=YP_002517669.1;
CCNA_00601	MoxR-like ATPase;protein_id=YP_002515974.1;
CCNA_00322	hypothetical protein;protein_id=YP_002515697.1;
CCNA_03357	hypothetical protein;protein_id=YP_002518729.1;
CCNA_01962	leucyl/phenylalanyl-tRNA--protein transferase;protein_id=YP_002517335.1;
CCNA_01479	tetratricopeptide repeat family protein;protein_id=YP_002516852.1;
CCNA_00931	GTP cyclohydrolase II/3%2C4-dihydroxy-2-butanone-4-phosphate synthase;protein_id=YP_002516304.1;
CCNA_01492	3-mercaptopyruvate sulfurtransferase;protein_id=YP_002516865.1;
CCNA_01498	3-hydroxy-3-methylglutaryl CoA synthase;protein_id=YP_002516871.1;
CCNA_01007	hypothetical protein;protein_id=YP_002516380.2;
CCNA_02811	heavy metal translocating P-type ATPase;protein_id=YP_002518184.1;
CCNA_02364	methyl-accepting chemotaxis protein;protein_id=YP_002517737.1;
CCNA_00989	acyl esterase protein;protein_id=YP_002516362.2;
CCNA_00083	phosphoglucomutase/phosphomannomutase;protein_id=YP_002515458.1;
CCNA_00639	heme:hemopexin-binding protein;protein_id=YP_002516012.1;
CCNA_02850	cytochrome c-type biogenesis protein ccmI;protein_id=YP_002518223.1;
CCNA_00180	type II secretion pathway protein L;protein_id=YP_002515555.1;
CCNA_02573	proline hydroxylase;protein_id=YP_002517946.1;
CCNA_02813	transposase;protein_id=YP_002518186.1;
CCNA_00760	two component sensor histidine kinase;protein_id=YP_002516133.1;
CCNA_01536	hypothetical protein;protein_id=YP_002516909.2;
CCNA_02676	hypothetical protein;protein_id=YP_002518049.1;
CCNA_01355	transcriptional regulator IolR;protein_id=YP_002516728.1;
CCNA_03244	GntR-family transcriptional regulator;protein_id=YP_002518617.1;
CCNA_00886	aspartokinase;protein_id=YP_002516259.1;
CCNA_02266	glutathione S-transferase GST;protein_id=YP_002517639.1;
CCNA_01390	RNA polymerase sigma factor;protein_id=YP_002516763.1;
CCNA_00585	hypothetical protein;protein_id=YP_002515958.1;
CCNA_01231	Formylglycine-generating sulfatase;protein_id=YP_002516604.3;
CCNA_01597	RHH DNA-binding protein;protein_id=YP_002516970.1;
CCNA_01491	cystathionine beta-lyase;protein_id=YP_002516864.1;
CCNA_01810	coenzyme Q-binding protein;protein_id=YP_002517183.1;
CCNA_01429	ubiquinol-cytochrome C reductase chaperone;protein_id=YP_002516802.1;
CCNA_01613	rod shape-determining protein MreC;protein_id=YP_002516986.1;
CCNA_03601	hemolysin III-related membrane protein;protein_id=YP_002518974.1;
CCNA_01583	phosphate-binding protein;protein_id=YP_002516956.1;
CCNA_03050	protein tyrosine phosphatase;protein_id=YP_002518423.1;
CCNA_00345	alpha/beta family hydrolase;protein_id=YP_002515720.2;
CCNA_02446	glutathionylspermidine synthase family;protein_id=YP_002517819.1;
CCNA_03773	hypothetical protein;protein_id=YP_002519146.1;
CCNA_01254	SsrA-binding protein;protein_id=YP_002516627.1;
CCNA_01752	YicC-family protein;protein_id=YP_002517125.1;
CCNA_01100	acylamino-acid-releasing enzyme;protein_id=YP_002516473.1;
CCNA_02847	cytochrome c-type biogenesis protein ccmH;protein_id=YP_002518220.1;
CCNA_02539	aspartate aminotransferase;protein_id=YP_002517912.1;
CCNA_R0190	small non-coding RNA
CCNA_01285	proline iminopeptidase;protein_id=YP_002516658.1;
CCNA_02577	phosphoribosylformylglycinamidine synthase%2C purS component;protein_id=YP_002517950.1;
CCNA_03751	peptidyl-prolyl cis-trans isomerase;protein_id=YP_002519124.2;
CCNA_03125	melibiose carrier protein;protein_id=YP_002518498.1;
CCNA_03151	sialic acid-specific 9-O-acetylesterase;protein_id=YP_002518524.1;
CCNA_02816	hypothetical protein;protein_id=YP_002518189.1;
CCNA_01686	exopolyphosphatase GppA;protein_id=YP_002517059.2;
CCNA_01868	2H phosphodiesterase family protein;protein_id=YP_002517241.1;
CCNA_02738	3-ketoacyl-(acyl-carrier-protein) reductase;protein_id=YP_002518111.1;
CCNA_02070	protein translocase subunit secD;protein_id=YP_002517443.1;
CCNA_03187	cysteine/acetylserine efflux protein;protein_id=YP_002518560.1;
CCNA_01845	two-component response regulator protein;protein_id=YP_002517218.1;
CCNA_03816	peptidyl-dipeptidase DCP;protein_id=YP_002519189.1;
CCNA_01347	hypothetical protein;protein_id=YP_002516720.3;
CCNA_02299	cell division ATP-binding protein FtsE;protein_id=YP_002517672.3;
CCNA_02761	hypothetical protein;protein_id=YP_002518134.1;
CCNA_02288	tRNA synthetase class I%2C catalytic domain protein;protein_id=YP_002517661.1;
CCNA_02041	ATP-dependent endopeptidase clp%2C proteolytic subunit ClpP;protein_id=YP_002517414.1;
CCNA_01323	SSU ribosomal protein S5P;protein_id=YP_002516696.1;
CCNA_02790	RNA polymerase ECF-type sigma factor;protein_id=YP_002518163.2;
CCNA_01884	acyl-CoA dehydrogenase%2C short-chain specific;protein_id=YP_002517257.1;
CCNA_00905	exonuclease-endonuclease-phosphatase (EEP1) protein;protein_id=YP_002516278.2;
CCNA_03984	hypothetical protein;protein_id=YP_009020556.1;
CCNA_00164	O-antigen polymerase;protein_id=YP_002515539.1;
CCNA_00400	MarR/EmrR-family transcriptional regulator;protein_id=YP_002515775.1;
CCNA_01660	hypothetical protein;protein_id=YP_002517033.1;
CCNA_00895	hypothetical protein;protein_id=YP_002516268.1;
CCNA_03294	beta-lactamase family protein;protein_id=YP_002518666.2;
CCNA_R0144	small non-coding RNA
CCNA_03575	3-ketoacyl-CoA thiolase;protein_id=YP_002518948.1;
CCNA_03429	haloacid dehalogenase superfamily%2C subfamily IA;protein_id=YP_002518802.1;
CCNA_01602	glutathione S-transferase;protein_id=YP_002516975.1;
CCNA_01850	quinol cytochrome oxidase polypeptide I;protein_id=YP_002517223.1;
CCNA_02991	transposase;protein_id=YP_002518364.1;
CCNA_02170	glutathione S-transferase;protein_id=YP_002517543.1;
CCNA_02917	AAA-family ATPase;protein_id=YP_002518290.1;
CCNA_00562	dihydroorotate dehydrogenase;protein_id=YP_002515935.1;
CCNA_02399	23S rRNA methyltransferase;protein_id=YP_002517772.1;
CCNA_01945	anhydro-N-acetylmuramic acid kinase;protein_id=YP_002517318.2;
CCNA_01560	phosphoenolpyruvate carboxylase;protein_id=YP_002516933.1;
CCNA_00831	alpha-glucosidase;protein_id=YP_002516204.1;
CCNA_00487	alkaline phosphatase;protein_id=YP_002515860.1;
CCNA_01775	phosphoribosylformylglycinamidine cyclo-ligase;protein_id=YP_002517148.1;
CCNA_03049	transporter%2C MFS superfamily;protein_id=YP_002518422.1;
CCNA_01049	hypothetical protein;protein_id=YP_002516422.1;
CCNA_01856	ferrichrome-iron receptor;protein_id=YP_002517229.1;
CCNA_02493	3-carboxy-cis%2Ccis-muconate cycloisomerase;protein_id=YP_002517866.1;
CCNA_00817	L-sorbosone dehydrogenase;protein_id=YP_002516190.1;
CCNA_02756	competence/damage-inducible protein CinA;protein_id=YP_002518129.1;
CCNA_03017	hydrogenase%2C cytochrome b-type subunit;protein_id=YP_002518390.1;
CCNA_03027	two-component sensor histidine kinase;protein_id=YP_002518400.1;
CCNA_00370	ATP synthase B chain;protein_id=YP_002515745.1;
CCNA_01875	acyl-CoA dehydrogenase%2C short-chain specific;protein_id=YP_002517248.1;
CCNA_02428	translation initiation factor 1 (IF-1);protein_id=YP_002517801.2;
CCNA_02334	transcriptional regulator of stalk biogenesis staR;protein_id=YP_002517707.1;
CCNA_01925	coniferyl aldehyde dehydrogenase;protein_id=YP_002517298.1;
CCNA_R0063	minimal medium expressed sRNA
CCNA_01904	urea carboxylase-associated protein 1;protein_id=YP_002517277.1;
CCNA_02025	hypothetical protein;protein_id=YP_002517398.1;
CCNA_02357	methylmalonic acid semialdehyde dehydrogenase;protein_id=YP_002517730.1;
CCNA_02967	PAS-family sensor histidine kinase;protein_id=YP_002518340.2;
CCNA_00250	poly(3-hydroxyalkanoate) depolymerase;protein_id=YP_002515625.2;
CCNA_02154	GCN5-related N-acetyltransferase;protein_id=YP_002517527.1;
CCNA_00560	phosphohistidine phosphatase SixA;protein_id=YP_002515933.1;
CCNA_00246	cyclohexanol dehydrogenase;protein_id=YP_002515621.1;
CCNA_02541	MutT/nudix family phosphohydrolase;protein_id=YP_002517914.2;
CCNA_00016	molybdopterin converting factor%2C large subunit;protein_id=YP_002515391.1;
CCNA_01928	conserved ACT domain protein;protein_id=YP_002517301.1;
CCNA_00724	hypothetical protein;protein_id=YP_002516097.1;
CCNA_03499	hypothetical protein;protein_id=YP_002518872.1;
CCNA_03382	hypothetical protein;protein_id=YP_002518755.2;
CCNA_03509	zinc protease;protein_id=YP_002518882.1;
CCNA_00891	transporter%2C drug/metabolite exporter family;protein_id=YP_002516264.1;
CCNA_01288	multidrug resistance transporter%2C Bcr family;protein_id=YP_002516661.1;
CCNA_02239	hypothetical protein;protein_id=YP_002517612.1;
CCNA_03373	thiamin-phosphate pyrophosphorylase;protein_id=YP_002518746.1;
CCNA_02181	phosphatase/phosphohexomutase family protein;protein_id=YP_002517554.1;
CCNA_02480	NAD-dependent benzaldehyde dehydrogenase II;protein_id=YP_002517853.1;
CCNA_00342	2-oxoglutarate dehydrogenase E1 component;protein_id=YP_002515717.1;
CCNA_01290	hypothetical protein;protein_id=YP_002516663.1;
CCNA_03787	heme exporter protein D CcmD;protein_id=YP_002519160.1;
CCNA_02022	NADH-quinone oxidoreductase chain H;protein_id=YP_002517395.1;
CCNA_01950	peptide chain Release factor 2 (RF-2);protein_id=YP_002517323.1;
CCNA_00206	succinyl-CoA:3-ketoacid-coenzyme A transferase subunit A;protein_id=YP_002515581.1;
CCNA_02293	thiol:disulfide interchange protein tlpA;protein_id=YP_002517666.1;
CCNA_00991	nodulation protein N;protein_id=YP_002516364.1;
CCNA_00252	multimodular transpeptidase-transglycosylase PbpX;protein_id=YP_002515627.1;
CCNA_02133	glucokinase;protein_id=YP_002517506.1;
CCNA_00393	RNA polymerase sigma factor;protein_id=YP_002515768.1;
CCNA_02938	outer membrane protein A;protein_id=YP_002518311.1;
CCNA_02132	LacI-family transcriptional regulator;protein_id=YP_002517505.1;
CCNA_02956	rhodanese-related sulfurtransferase;protein_id=YP_002518329.1;
CCNA_02081	Sec-independent protein translocase protein tatB;protein_id=YP_002517454.1;
CCNA_02051	imidazolonepropionase related amidohydrolase;protein_id=YP_002517424.1;
CCNA_02898	tryptophan halogenase;protein_id=YP_002518271.1;
CCNA_03622	beta-lactamase repressor;protein_id=YP_002518995.1;
CCNA_00176	type II secretion pathway protein H;protein_id=YP_002515551.3;
CCNA_01420	NrdR family transcriptional regulator;protein_id=YP_002516793.1;
CCNA_01700	nucleoside permease;protein_id=YP_002517073.1;
CCNA_00196	3-isopropylmalate dehydratase large subunit;protein_id=YP_002515571.1;
CCNA_00873	amidophosphoribosyltransferase family protein;protein_id=YP_002516246.2;
CCNA_00492	cysteinyl-tRNA synthetase;protein_id=YP_002515865.1;
CCNA_02886	RutC-family pyrimidine utilization protein C;protein_id=YP_002518259.1;
CCNA_03842	molybdopterin biosynthesis protein MoeB;protein_id=YP_002519215.2;
CCNA_00918	peptide release factor-glutamine N5-methyltransferase;protein_id=YP_002516291.1;
CCNA_01038	glyoxalase family protein;protein_id=YP_002516411.2;
CCNA_03193	lactoylglutathione lyase;protein_id=YP_002518566.1;
CCNA_00576	oligopeptide-binding protein oppA;protein_id=YP_002515949.1;
CCNA_00660	transposase;protein_id=YP_002516033.1;
CCNA_02398	endo-1%2C4-beta-xylanase;protein_id=YP_002517771.1;
CCNA_02494	3-oxoadipate enol-lactonase/4-carboxymuconolactone decarboxylase;protein_id=YP_002517867.1;
CCNA_02601	glutathione-dependent formaldehyde dehydrogenase;protein_id=YP_002517974.1;
CCNA_01961	biotin carboxylase;protein_id=YP_002517334.1;
CCNA_03292	long-chain-fatty-acid--CoA ligase;protein_id=YP_002518664.2;
CCNA_00570	GntR-family transcriptional regulator;protein_id=YP_002515943.1;
CCNA_00201	outer membrane protein;protein_id=YP_002515576.1;
CCNA_02502	type IV secretory pathway%2C VirB6 channel protein;protein_id=YP_002517875.1;
CCNA_03003	two component sensor histidine kinase;protein_id=YP_002518376.1;
CCNA_01399	ammonium transporter/methylammonium transporter;protein_id=YP_002516772.1;
CCNA_02295	hypothetical protein;protein_id=YP_002517668.1;
CCNA_01293	hypothetical protein;protein_id=YP_002516666.1;
CCNA_00781	two-component receiver protein CpdR;protein_id=YP_002516154.1;
CCNA_00288	ABC-type sulfate transport system%2C periplasmic component;protein_id=YP_002515663.1;
CCNA_02252	methylcrotonyl-CoA carboxylase carboxyl transferase subunit;protein_id=YP_002517625.1;
CCNA_00497	putative rhamnosyl transferase;protein_id=YP_002515870.1;
CCNA_00934	hypothetical protein;protein_id=YP_002516307.1;
CCNA_03215	ARO8 family aminotransferase/HTH DNA-binding protein;protein_id=YP_002518588.1;
CCNA_03310	transcription antitermination protein NusG;protein_id=YP_002518682.1;
CCNA_R0135	small non-coding RNA
CCNA_01757	dimethyladenosine transferase;protein_id=YP_002517130.2;
CCNA_02740	transposase;protein_id=YP_002518113.1;
CCNA_03194	conserved inner membrane protein;protein_id=YP_002518567.1;
CCNA_03475	homoserine kinase;protein_id=YP_002518848.1;
CCNA_03316	UDP-N-acetylglucosamine 4%2C6-dehydratase/UDP-D-quinovosamine 4-dehydrogenase;protein_id=YP_002518688.1;
CCNA_00830	beta-galactosidase;protein_id=YP_002516203.1;
CCNA_03501	SUA5 translation factor-related protein;protein_id=YP_002518874.3;
CCNA_01584	multimodular transpeptidase-transglycosylase PBP 1A;protein_id=YP_002516957.1;
CCNA_02163	hypothetical protein;protein_id=YP_002517536.3;
CCNA_00656	type I restriction-modification system methylation subunit;protein_id=YP_002516029.2;
CCNA_01493	cysteine synthase;protein_id=YP_002516866.1;
CCNA_02019	NADH-quinone oxidoreductase chain J;protein_id=YP_002517392.2;
CCNA_R0058	tRNA-Phe
CCNA_01670	sulfate transport ATP-binding protein cysA;protein_id=YP_002517043.1;
CCNA_02100	hypothetical protein;protein_id=YP_002517473.1;
CCNA_03105	DnaJ domain protein;protein_id=YP_002518478.1;
CCNA_02297	hypoxanthine-guanine phosphoribosyltransferase;protein_id=YP_002517670.3;
CCNA_02335	inositol monophosphatase family protein;protein_id=YP_002517708.1;
CCNA_01713	2-5 RNA ligase family protein;protein_id=YP_002517086.1;
CCNA_01832	beta-glucosidase;protein_id=YP_002517205.2;
CCNA_03876	transcription termination factor rho;protein_id=YP_002519249.4;
CCNA_02626	D-alanine--D-alanine ligase;protein_id=YP_002517999.1;
CCNA_00841	carboxylesterase type B;protein_id=YP_002516214.1;
CCNA_01629	signal peptidase I;protein_id=YP_002517002.1;
CCNA_03679	PaaI thioesterase family protein;protein_id=YP_002519052.1;
CCNA_02385	3-deoxy-7-phosphoheptulonate synthase;protein_id=YP_002517758.1;
CCNA_02231	ABC transporter ATP-binding protein;protein_id=YP_002517604.1;
CCNA_01497	ADP-L-glycero-D-manno-heptose-6-epimerase;protein_id=YP_002516870.1;
CCNA_01870	NagC-family transcriptional regulator;protein_id=YP_002517243.1;
CCNA_03759	mRNA 3-end processing factor;protein_id=YP_002519132.1;
CCNA_03660	gene3856	CCNA_03660	GeneID:7329751	Gene	NA	NA
CCNA_03661	gene3857	CCNA_03661	GeneID:7329752	Gene	NA	hypothetical protein;protein_id=YP_002519034.1;
CCNA_03662	gene3858	CCNA_03662	GeneID:7329753	Gene	NA	hypothetical protein;protein_id=YP_002519035.1;
CCNA_03663	gene3859	CCNA_03663	GeneID:7329754	Gene	NA	NADP-dependent malic enzyme;protein_id=YP_002519036.1;
CCNA_03664	gene3860	CCNA_03664	GeneID:7329755	Gene	NA	NA
CCNA_03665	gene3861	CCNA_03665	GeneID:7329756	Gene	NA	NA
CCNA_03666	gene3862	CCNA_03666	GeneID:7329757	Gene	NA	YnbE-like lipoprotein;protein_id=YP_002519039.2;
CCNA_03667	gene3863	CCNA_03667	GeneID:7329839	Gene	NA	hypothetical protein;protein_id=YP_002519040.1;
CCNA_03668	gene3864	CCNA_03668	GeneID:7331861	Gene	NA	hypothetical protein;protein_id=YP_002519041.1;
CCNA_03669	gene3866	CCNA_03669	GeneID:7331863	Gene	NA	outer membrane protein;protein_id=YP_002519042.1;
CCNA_03670	gene3867	CCNA_03670	GeneID:7331864	Gene	NA	diacylglycerol kinase related protein;protein_id=YP_002519043.2;
CCNA_03671	gene3868	CCNA_03671	GeneID:7331865	Gene	NA	metallophosphatase related protein;protein_id=YP_002519044.1;
CCNA_03672	gene3869	CCNA_03672	GeneID:7331866	Gene	NA	superoxide dismutase;protein_id=YP_002519045.1;
CCNA_03673	gene3870	CCNA_03673	GeneID:7331867	Gene	NA	NA
CCNA_03674	gene3871	CCNA_03674	GeneID:7331868	Gene	NA	NA
CCNA_03675	gene3872	CCNA_03675	GeneID:7331869	Gene	NA	PAS-family sensor histidine kinase;protein_id=YP_002519048.1;
CCNA_03676	gene3873	CCNA_03676	GeneID:7331870	Gene	NA	GNAT acetyltransferase protein;protein_id=YP_002519049.1;
CCNA_03677	gene3874	CCNA_03677	GeneID:7331871	Gene	NA	NA
CCNA_03678	gene3875	CCNA_03678	GeneID:7331872	Gene	NA	NA
CCNA_03679	gene3876	CCNA_03679	GeneID:7331873	Gene	NA	NA
CCNA_03680	gene3877	CCNA_03680	GeneID:7331874	Gene	NA	aminopeptidase N;protein_id=YP_002519053.1;
CCNA_03681	gene3878	CCNA_03681	GeneID:7331875	Gene	NA	ABC transporter ATP-binding protein;protein_id=YP_002519054.1;
CCNA_03682	gene3879	CCNA_03682	GeneID:7331876	Gene	NA	fumarylpyruvate hydrolase;protein_id=YP_002519055.1;
CCNA_03683	gene3880	CCNA_03683	GeneID:7331877	Gene	NA	maleylpyruvate isomerase;protein_id=YP_002519056.1;
CCNA_03684	gene3881	CCNA_03684	GeneID:7331878	Gene	NA	carbonic anhydrase;protein_id=YP_002519057.1;
CCNA_03685	gene3882	pbpZ	GeneID:7331879	Gene	pbpZ	NA
CCNA_03686	gene3883	CCNA_03686	GeneID:7331880	Gene	NA	NA
CCNA_03687	gene3884	CCNA_03687	GeneID:7331881	Gene	NA	carbonic anhydrase;protein_id=YP_002519060.2;
CCNA_03688	gene3885	CCNA_03688	GeneID:7331882	Gene	NA	AsnC-family transcriptional regulator;protein_id=YP_002519061.1;
CCNA_03689	gene3886	CCNA_03689	GeneID:7331883	Gene	NA	alanine dehydrogenase;protein_id=YP_002519062.1;
CCNA_03690	gene3887	CCNA_03690	GeneID:7331884	Gene	NA	spore coat polysaccharide biosynthesis protein spsF;protein_id=YP_002519063.1;
CCNA_03691	gene3888	kidO	GeneID:7331885	Gene	kidO	bifunctional regulator KidO;protein_id=YP_002519064.1;
CCNA_03692	gene3889	kidO	GeneID:7331886	Gene	kidO	xanthine and CO dehydrogenases maturation factor%2C XdhC/CoxF family;protein_id=YP_002519065.1;
CCNA_03693	gene3890	CCNA_03693	GeneID:7331887	Gene	NA	creatinine amidohydrolase family protein;protein_id=YP_002519066.1;
CCNA_03694	gene3891	CCNA_03694	GeneID:7331888	Gene	NA	AcoR-family transcriptional regulator;protein_id=YP_002519067.1;
CCNA_03695	gene3892	CCNA_03695	GeneID:7331889	Gene	NA	aldehyde dehydrogenase;protein_id=YP_002519068.1;
CCNA_03696	gene3893	CCNA_03696	GeneID:7331890	Gene	NA	acetyl-coenzyme A synthetase;protein_id=YP_002519069.1;
CCNA_03697	gene3894	CCNA_03697	GeneID:7331891	Gene	NA	ligand-binding SRPBCC domain protein;protein_id=YP_002519070.1;
CCNA_03698	gene3895	CCNA_03698	GeneID:7331892	Gene	NA	putative thiol-disulfide oxidoreductase;protein_id=YP_002519071.1;
CCNA_03699	gene3896	CCNA_03699	GeneID:7331893	Gene	NA	peptidase%2C M16 family;protein_id=YP_002519072.1;
CCNA_03700	gene3898	CCNA_03700	GeneID:7331894	Gene	NA	large-conductance mechanosensitive channel;protein_id=YP_002519073.1;
CCNA_03701	gene3899	ihfB	GeneID:7331895	Gene	ihfB	integration host factor beta-subunit;protein_id=YP_002519074.1;
CCNA_03702	gene3900	CCNA_03702	GeneID:7331896	Gene	NA	SSU ribosomal protein S1P;protein_id=YP_002519075.1;
CCNA_03703	gene3901	CCNA_03703	GeneID:7331897	Gene	NA	cytidylate kinase;protein_id=YP_002519076.1;
CCNA_03704	gene3902	CCNA_03704	GeneID:7331898	Gene	NA	3-phosphoshikimate 1-carboxyvinyltransferase;protein_id=YP_002519077.1;
CCNA_03705	gene3903	CCNA_03705	GeneID:7331899	Gene	NA	hypothetical protein;protein_id=YP_002519078.2;
CCNA_03706	gene3905	CCNA_03706	GeneID:7331901	Gene	NA	small heat shock protein;protein_id=YP_002519079.1;
CCNA_03707	gene3906	CCNA_03707	GeneID:7331902	Gene	NA	hypothetical protein;protein_id=YP_002519080.1;
CCNA_03708	gene3907	CCNA_03708	GeneID:7331903	Gene	NA	transposase;protein_id=YP_002519081.1;
CCNA_03709	gene3908	CCNA_03709	GeneID:7331904	Gene	NA	transposase;protein_id=YP_002519082.1;
CCNA_03710	gene3909	CCNA_03710	GeneID:7331905	Gene	NA	nitrogen regulatory IIA protein;protein_id=YP_002519083.3;
CCNA_03711	gene3910	CCNA_03711	GeneID:7331906	Gene	NA	ribosome-associated factor Y;protein_id=YP_002519084.1;
CCNA_03712	gene3911	CCNA_03712	GeneID:7331907	Gene	NA	ExoD-family ABC transport membrane permease;protein_id=YP_002519085.1;
CCNA_03713	gene3912	CCNA_03713	GeneID:7331908	Gene	NA	NA
CCNA_03714	gene3913	CCNA_03714	GeneID:7331909	Gene	NA	ABC transporter ATP-binding protein;protein_id=YP_002519087.1;
CCNA_03715	gene3914	CCNA_03715	GeneID:7331910	Gene	NA	OstA-like protein;protein_id=YP_002519088.1;
CCNA_03716	gene3915	CCNA_03716	GeneID:7331911	Gene	NA	NA
CCNA_03717	gene3916	CCNA_03717	GeneID:7331912	Gene	NA	ribonuclease D;protein_id=YP_002519090.1;
CCNA_03718	gene3918	CCNA_03718	GeneID:7331914	Gene	NA	NADH-ubiquinone oxidoreductase subunit;protein_id=YP_002519091.1;
CCNA_03719	gene3920	CCNA_03719	GeneID:7331915	Gene	NA	undecaprenyl diphosphatase;protein_id=YP_002519092.1;
CCNA_03721	gene3921	gltD	GeneID:7331917	Gene	gltD	NA
CCNA_03722	gene3922	gltB	GeneID:7331918	Gene	gltB	glutamate synthase (NADPH) large chain GltB;protein_id=YP_002519095.1;
CCNA_03723	gene3923	CCNA_03723	GeneID:7331919	Gene	NA	PaaI thioesterase family protein;protein_id=YP_002519096.2;
CCNA_03724	gene3924	CCNA_03724	GeneID:7331920	Gene	NA	hypothetical protein;protein_id=YP_002519097.1;
CCNA_03725	gene3925	CCNA_03725	GeneID:7331921	Gene	NA	ATP-dependent DNA ligase;protein_id=YP_002519098.1;
CCNA_03726	gene3926	CCNA_03726	GeneID:7331922	Gene	NA	NA
CCNA_03727	gene3927	mcsS	GeneID:7331923	Gene	mcsS	NA
CCNA_03728	gene3928	CCNA_03728	GeneID:7331924	Gene	NA	hypothetical protein;protein_id=YP_002519101.3;
CCNA_03729	gene3929	CCNA_03729	GeneID:7331925	Gene	NA	transaldolase-like protein;protein_id=YP_002519102.1;
CCNA_03730	gene3930	CCNA_03730	GeneID:7331926	Gene	NA	dTDP-4-dehydrorhamnose reductase;protein_id=YP_002519103.1;
CCNA_03731	gene3931	CCNA_03731	GeneID:7331927	Gene	NA	NA
CCNA_03732	gene3932	CCNA_03732	GeneID:7331928	Gene	NA	NA
CCNA_03733	gene3933	CCNA_03733	GeneID:7331929	Gene	NA	mannose-1-phosphate guanylyltransferase;protein_id=YP_002519106.1;
CCNA_03734	gene3934	nadE	GeneID:7331930	Gene	nadE	NA
CCNA_03735	gene3935	CCNA_03735	GeneID:7331931	Gene	NA	transketolase;protein_id=YP_002519108.3;
CCNA_03736	gene3937	CCNA_03736	GeneID:7331933	Gene	NA	YGGT family membrane protein;protein_id=YP_002519109.2;
CCNA_03737	gene3938	CCNA_03737	GeneID:7331934	Gene	NA	YggU superfamily protein;protein_id=YP_002519110.1;
CCNA_03738	gene3939	CCNA_03738	GeneID:7331935	Gene	NA	hybrid histidine kinase/receiver domain protein;protein_id=YP_002519111.1;
CCNA_03739	gene3940	CCNA_03739	GeneID:7331936	Gene	NA	NA
CCNA_03740	gene3941	CCNA_03740	GeneID:7331937	Gene	NA	NA
CCNA_03741	gene3942	CCNA_03741	GeneID:7331938	Gene	NA	DNA-cytosine methyltransferase;protein_id=YP_002519114.2;
CCNA_03742	gene3943	CCNA_03742	GeneID:7331939	Gene	NA	hypothetical protein;protein_id=YP_002519115.1;
CCNA_03743	gene3944	CCNA_03743	GeneID:7331940	Gene	NA	beta-lactamase family protein;protein_id=YP_002519116.3;
CCNA_03744	gene3945	CCNA_03744	GeneID:7331941	Gene	NA	NA
CCNA_03745	gene3946	CCNA_03745	GeneID:7333141	Gene	NA	formyltetrahydrofolate deformylase;protein_id=YP_002519118.1;
CCNA_03746	gene3947	CCNA_03746	GeneID:7331942	Gene	NA	acetylornithine deacetylase;protein_id=YP_002519119.1;
CCNA_03747	gene3948	CCNA_03747	GeneID:7331943	Gene	NA	NA
CCNA_03748	gene3949	CCNA_03748	GeneID:7331944	Gene	NA	dTDP-4-dehydrorhamnose 3%2C5-epimerase;protein_id=YP_002519121.1;
CCNA_03749	gene3950	CCNA_03749	GeneID:7331945	Gene	NA	NA
CCNA_03750	gene3951	CCNA_03750	GeneID:7331946	Gene	NA	threonine dehydratase;protein_id=YP_002519123.2;
CCNA_03751	gene3952	CCNA_03751	GeneID:7331947	Gene	NA	NA
CCNA_03752	gene3953	CCNA_03752	GeneID:7331948	Gene	NA	UTP-glucose-1-phosphate uridylyltransferase;protein_id=YP_002519125.3;
CCNA_03753	gene3954	CCNA_03753	GeneID:7331949	Gene	NA	iron-sulfur cluster-binding protein;protein_id=YP_002519126.1;
CCNA_03754	gene3955	fzlA	GeneID:7331950	Gene	fzlA	FtsZ-binding protein FzlA;protein_id=YP_002519127.2;
CCNA_03755	gene3956	rfaE	GeneID:7331951	Gene	rfaE	bifunctional D-glycero-D-manno-heptose-7-phosphate 1-kinase/D-glycero-D-manno-heptose-1-phosphate adenylyltransferase;protein_id=YP_002519128.2;
CCNA_03756	gene3957	CCNA_03756	GeneID:7331952	Gene	NA	NA
CCNA_03757	gene3958	CCNA_03757	GeneID:7331953	Gene	NA	NA
CCNA_03758	gene3959	CCNA_03758	GeneID:7331954	Gene	NA	citrate synthase;protein_id=YP_002519131.1;
CCNA_03759	gene3960	CCNA_03759	GeneID:7331955	Gene	NA	NA
CCNA_03760	gene3961	CCNA_03760	GeneID:7331956	Gene	NA	NA
CCNA_03761	gene3962	CCNA_03761	GeneID:7331957	Gene	NA	NA
CCNA_03762	gene3963	CCNA_03762	GeneID:7331958	Gene	NA	acetolactate synthase-related protein;protein_id=YP_002519135.1;
CCNA_03763	gene3964	CCNA_03763	GeneID:7331959	Gene	NA	deacetylase;protein_id=YP_002519136.1;
CCNA_03764	gene3965	CCNA_03764	GeneID:7331960	Gene	NA	acyl-CoA thioesterase;protein_id=YP_002519137.1;
